invoice_id,vendor_id,vendor_name,business_unit_id,po_number,grn_number,invoice_amount,invoice_date,due_date,payment_status,currency
INV-01191,VEND-070,Gray Group,BU-05,PO-72391,GRN-26632,21103.0,2023-06-11,2023-07-11,Paid,USD
INV-01192,VEND-067,Novak and Sons,BU-02,PO-64005,GRN-41359,26392.8,2023-10-11,2023-11-10,Overdue,USD
INV-01193,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-75521,GRN-90222,30015.46,2023-02-06,2023-03-08,Overdue,USD
INV-01194,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-10599,GRN-83100,17718.75,2023-05-02,2023-06-01,Paid,USD
INV-01195,VEND-028,"Ross, Robinson and Bright",BU-04,PO-22541,GRN-91123,49336.87,2023-06-15,2023-07-15,Paid,USD
INV-01196,VEND-136,"Lewis, Kennedy and Santana",BU-02,PO-70845,GRN-92111,25623.27,2023-05-02,2023-06-01,Paid,USD
INV-01197,VEND-068,Russell Group,BU-02,PO-24769,GRN-29558,3126.92,2023-09-16,2023-10-16,Paid,USD
INV-01198,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-30940,GRN-97836,25126.98,2023-04-09,2023-05-09,Overdue,USD
INV-01199,VEND-011,Dudley Group,BU-01,PO-47363,GRN-37471,32420.61,2023-05-26,2023-06-25,Paid,USD
INV-01200,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-69394,GRN-15677,31032.56,2023-03-01,2023-03-31,Paid,USD
INV-01201,VEND-011,Dudley Group,BU-01,PO-33053,GRN-30715,46280.64,2023-09-24,2023-10-24,Paid,USD
INV-01202,VEND-122,Chandler-Edwards,BU-05,PO-19287,GRN-40841,25987.73,2023-12-25,2024-01-24,Paid,USD
INV-01203,VEND-149,"Schmidt, Hansen and Stewart",BU-03,PO-64927,GRN-36050,29198.21,2023-07-04,2023-08-03,Paid,USD
INV-01204,VEND-081,Sandoval-Cunningham,BU-02,PO-24435,GRN-52746,11888.13,2023-01-27,2023-02-26,Paid,USD
INV-01205,VEND-058,Lee-Davis,BU-02,PO-36208,GRN-59221,37018.52,2023-02-05,2023-03-07,Pending,USD
INV-01206,VEND-016,James Group,BU-03,PO-73492,GRN-17122,23814.02,2023-11-20,2023-12-20,Pending,USD
INV-01207,VEND-035,Rodriguez-Graham,BU-01,PO-89879,GRN-69636,11200.18,2023-02-03,2023-03-05,Paid,USD
INV-01208,VEND-093,Newton and Sons,BU-02,PO-35448,GRN-92840,7252.03,2023-02-06,2023-03-08,Paid,USD
INV-01209,VEND-067,Novak and Sons,BU-02,PO-26673,GRN-14206,10509.44,2023-06-17,2023-07-17,Paid,USD
INV-01210,VEND-013,"Mcclure, Ward and Lee",BU-01,PO-24563,GRN-71018,14389.91,2023-02-07,2023-03-09,Paid,USD
INV-01211,VEND-041,George Group,BU-04,PO-38816,GRN-48687,38136.81,2023-10-17,2023-11-16,Paid,USD
INV-01212,VEND-041,George Group,BU-04,PO-82450,GRN-40107,29117.01,2023-10-14,2023-11-13,Paid,USD
INV-01213,VEND-131,Spencer-Lee,BU-04,PO-38369,GRN-87539,24716.06,2023-05-25,2023-06-24,Paid,USD
INV-01214,VEND-116,Ross LLC,BU-04,PO-66113,GRN-42329,14318.96,2023-11-12,2023-12-12,Paid,USD
INV-01215,VEND-109,Johnson-Doyle,BU-05,PO-87564,GRN-29525,29183.62,2023-02-20,2023-03-22,Overdue,USD
INV-01216,VEND-888,Global Logistics Shell,BU-02,PO-15796,GRN-15250,21179.71,2023-08-05,2023-09-04,Overdue,USD
INV-01217,VEND-127,Diaz Inc,BU-04,PO-79615,GRN-61684,2164.22,2023-01-24,2023-02-23,Paid,USD
INV-01218,VEND-023,Morales-Jones,BU-05,PO-41524,GRN-20890,22895.85,2023-08-16,2023-09-15,Paid,USD
INV-01219,VEND-001,Doyle Ltd,BU-02,PO-63296,GRN-38574,34811.41,2023-08-07,2023-09-06,Paid,USD
INV-01220,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-21892,GRN-12087,12333.59,2023-08-07,2023-09-06,Paid,USD
INV-01221,VEND-076,"Woods, Calhoun and Schmidt",BU-02,PO-70199,GRN-84760,8509.24,2023-05-09,2023-06-08,Paid,USD
INV-01222,VEND-004,"Guzman, Hoffman and Baldwin",BU-01,PO-70786,GRN-28169,48832.83,2023-09-18,2023-10-18,Pending,USD
INV-01223,VEND-101,"Patterson, Smith and Jones",BU-03,PO-58551,GRN-92157,9654.81,2023-02-17,2023-03-19,Paid,USD
INV-01224,VEND-999,Acme Shadow Corp,BU-01,PO-19266,GRN-60446,43088.94,2023-06-09,2023-07-09,Pending,USD
INV-01225,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-48874,GRN-65823,26780.56,2023-05-18,2023-06-17,Paid,USD
INV-01226,VEND-136,"Lewis, Kennedy and Santana",BU-02,PO-37151,GRN-99740,28973.85,2023-12-06,2024-01-05,Paid,USD
INV-01227,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-17184,GRN-77467,36920.16,2023-09-16,2023-10-16,Overdue,USD
INV-01228,VEND-091,"Smith, Montoya and Evans",BU-03,PO-24544,GRN-60194,44454.91,2023-10-19,2023-11-18,Paid,USD
INV-01229,VEND-008,Garcia-James,BU-01,PO-32972,GRN-94957,18595.77,2023-06-14,2023-07-14,Paid,USD
INV-01230,VEND-015,Galloway-Wyatt,BU-03,PO-36832,GRN-28141,28257.53,2023-12-04,2024-01-03,Overdue,USD
INV-01231,VEND-059,Gomez-Jenkins,BU-04,PO-95070,GRN-72717,27211.87,2023-12-22,2024-01-21,Paid,USD
INV-01232,VEND-146,Robinson-Brock,BU-05,PO-37498,GRN-39548,43621.0,2023-10-08,2023-11-07,Paid,USD
INV-01233,VEND-066,Williams PLC,BU-01,PO-65434,GRN-46325,25426.52,2023-01-20,2023-02-19,Paid,USD
INV-01234,VEND-093,Newton and Sons,BU-02,PO-73730,GRN-75726,17588.72,2023-04-22,2023-05-22,Paid,USD
INV-01235,VEND-029,"Snyder, Campos and Callahan",BU-01,PO-79717,GRN-98907,23773.11,2023-08-22,2023-09-21,Pending,USD
INV-01236,VEND-072,Henderson-Bernard,BU-03,PO-58253,GRN-98251,22872.93,2023-05-02,2023-06-01,Overdue,USD
INV-01237,VEND-014,Williams and Sons,BU-02,PO-70014,GRN-21443,9823.5,2023-05-17,2023-06-16,Paid,USD
INV-01238,VEND-043,Allen-Allen,BU-04,PO-20085,GRN-24334,14774.45,2023-02-10,2023-03-12,Paid,USD
INV-01239,VEND-026,Baker and Sons,BU-01,PO-75054,GRN-29726,35005.56,2023-08-13,2023-09-12,Pending,USD
INV-01240,VEND-131,Spencer-Lee,BU-04,PO-12974,GRN-48426,47629.19,2023-07-17,2023-08-16,Paid,USD
INV-01241,VEND-136,"Lewis, Kennedy and Santana",BU-02,PO-72115,GRN-55442,46620.21,2023-03-24,2023-04-23,Paid,USD
INV-01242,VEND-003,Davis and Sons,BU-01,PO-18250,GRN-12888,14930.08,2023-03-02,2023-04-01,Pending,USD
INV-01243,VEND-057,"Johnston, Sanchez and Kennedy",BU-01,PO-78107,GRN-94498,41829.9,2023-09-13,2023-10-13,Paid,USD
INV-01244,VEND-146,Robinson-Brock,BU-05,PO-94679,GRN-52769,17468.23,2023-07-07,2023-08-06,Paid,USD
INV-01245,VEND-133,"Carroll, Sullivan and Bass",BU-04,PO-68360,GRN-70031,42174.44,2023-03-29,2023-04-28,Paid,USD
INV-01246,VEND-031,Carlson-Cruz,BU-02,PO-50172,GRN-32509,44964.96,2023-11-26,2023-12-26,Paid,USD
INV-01247,VEND-056,"Washington, Ryan and Cummings",BU-04,PO-47767,GRN-16202,24470.03,2023-02-12,2023-03-14,Paid,USD
INV-01248,VEND-070,Gray Group,BU-05,PO-31805,GRN-91085,23068.36,2023-05-16,2023-06-15,Overdue,USD
INV-01249,VEND-135,"Lawson, Morris and Ramos",BU-01,PO-32984,GRN-97340,14619.71,2023-11-25,2023-12-25,Paid,USD
INV-01250,VEND-039,"Romero, Gonzalez and Brooks",BU-05,PO-15393,GRN-51500,12276.31,2023-08-05,2023-09-04,Paid,USD
INV-01251,VEND-110,Patton-Jenkins,BU-03,PO-34182,GRN-36890,13390.16,2023-05-23,2023-06-22,Paid,USD
INV-01252,VEND-006,Blake and Sons,BU-01,PO-55068,GRN-29391,33444.89,2023-02-14,2023-03-16,Paid,USD
INV-01253,VEND-136,"Lewis, Kennedy and Santana",BU-02,PO-79945,GRN-49526,48785.55,2023-10-24,2023-11-23,Paid,USD
INV-01254,VEND-004,"Guzman, Hoffman and Baldwin",BU-01,PO-75459,GRN-29055,20525.84,2023-04-19,2023-05-19,Overdue,USD
INV-01255,VEND-079,"Hensley, Powell and David",BU-02,PO-81584,GRN-76507,8224.64,2023-08-11,2023-09-10,Paid,USD
INV-01256,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-47988,GRN-85199,23958.58,2023-03-29,2023-04-28,Paid,USD
INV-01257,VEND-142,Gibson Ltd,BU-04,PO-67947,GRN-54392,36562.92,2023-11-10,2023-12-10,Paid,USD
INV-01258,VEND-120,White-Estes,BU-03,PO-28274,GRN-98867,45058.64,2023-06-16,2023-07-16,Paid,USD
INV-01259,VEND-076,"Woods, Calhoun and Schmidt",BU-02,PO-90939,GRN-38883,1727.38,2023-11-25,2023-12-25,Paid,USD
INV-01260,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-89711,GRN-94058,16655.14,2023-08-06,2023-09-05,Paid,USD
INV-01261,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-46428,GRN-35652,11496.12,2023-10-26,2023-11-25,Paid,USD
INV-01262,VEND-135,"Lawson, Morris and Ramos",BU-01,PO-98744,GRN-98022,42547.84,2023-11-14,2023-12-14,Overdue,USD
INV-01263,VEND-129,Cortez LLC,BU-05,PO-74286,GRN-51649,20023.97,2023-08-30,2023-09-29,Paid,USD
INV-01264,VEND-128,"Mccall, Hanson and Alvarado",BU-05,PO-97394,GRN-57325,47198.41,2023-08-27,2023-09-26,Paid,USD
INV-01265,VEND-107,Dickson-Brady,BU-05,PO-58867,GRN-11597,18796.68,2023-09-20,2023-10-20,Paid,USD
INV-01266,VEND-087,Anderson-Bailey,BU-05,PO-68402,GRN-83535,15750.22,2023-09-07,2023-10-07,Paid,USD
INV-01267,VEND-111,"Shields, Cochran and Adams",BU-03,PO-64474,GRN-67999,37205.62,2023-08-05,2023-09-04,Paid,USD
INV-01268,VEND-106,"Wright, Garcia and Deleon",BU-03,PO-64289,GRN-28293,36565.97,2023-01-11,2023-02-10,Pending,USD
INV-01269,VEND-020,Gray-Mayo,BU-04,PO-49745,GRN-72208,7610.14,2023-08-25,2023-09-24,Overdue,USD
INV-01270,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-18665,GRN-87421,49338.6,2023-12-27,2024-01-26,Paid,USD
INV-01271,VEND-020,Gray-Mayo,BU-04,PO-93729,GRN-45825,827.63,2023-09-13,2023-10-13,Paid,USD
INV-01272,VEND-140,Hernandez Inc,BU-03,PO-84437,GRN-27947,23374.94,2023-11-19,2023-12-19,Paid,USD
INV-01273,VEND-095,Harris-Walters,BU-02,PO-74302,GRN-15535,14828.43,2023-09-27,2023-10-27,Pending,USD
INV-01274,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-49834,GRN-74762,41811.97,2023-04-14,2023-05-14,Paid,USD
INV-01275,VEND-116,Ross LLC,BU-04,PO-10320,GRN-30188,11613.75,2023-01-12,2023-02-11,Paid,USD
INV-01276,VEND-118,May-Ross,BU-01,PO-97282,GRN-47707,6646.76,2023-03-12,2023-04-11,Paid,USD
INV-01277,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-94513,GRN-42079,45386.26,2023-04-17,2023-05-17,Paid,USD
INV-01278,VEND-068,Russell Group,BU-02,PO-18745,GRN-88497,24905.99,2023-09-30,2023-10-30,Paid,USD
INV-01279,VEND-146,Robinson-Brock,BU-05,PO-67156,GRN-43804,24284.05,2023-10-24,2023-11-23,Paid,USD
INV-01280,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-25674,GRN-58916,48725.81,2023-04-30,2023-05-30,Paid,USD
INV-01281,VEND-145,Stafford Inc,BU-05,PO-44018,GRN-31344,1368.48,2023-12-24,2024-01-23,Paid,USD
INV-01282,VEND-035,Rodriguez-Graham,BU-01,PO-27759,GRN-56843,16324.22,2023-05-12,2023-06-11,Paid,USD
INV-01283,VEND-067,Novak and Sons,BU-02,PO-93394,GRN-56659,18377.59,2023-05-17,2023-06-16,Paid,USD
INV-01284,VEND-072,Henderson-Bernard,BU-03,PO-20069,GRN-77353,26715.81,2023-01-03,2023-02-02,Paid,USD
INV-01285,VEND-044,"Arroyo, Miller and Tucker",BU-02,PO-88480,GRN-31906,38352.12,2023-03-12,2023-04-11,Paid,USD
INV-01286,VEND-078,Jones Inc,BU-01,PO-99780,GRN-49462,41427.69,2023-12-04,2024-01-03,Paid,USD
INV-01287,VEND-090,"Turner, Riggs and Roman",BU-03,PO-86027,GRN-56088,5243.75,2023-02-25,2023-03-27,Pending,USD
INV-01288,VEND-001,Doyle Ltd,BU-02,PO-46885,GRN-58891,7279.0,2023-08-08,2023-09-07,Paid,USD
INV-01289,VEND-103,"Tran, Jordan and Williams",BU-01,PO-31368,GRN-23424,17345.5,2023-09-13,2023-10-13,Paid,USD
INV-01290,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-34696,GRN-83224,11445.12,2023-06-05,2023-07-05,Paid,USD
INV-01291,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-82235,GRN-24937,42380.45,2023-01-28,2023-02-27,Paid,USD
INV-01292,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-27200,GRN-12277,6270.0,2023-02-25,2023-03-27,Paid,USD
INV-01293,VEND-077,Yu Inc,BU-05,PO-28220,GRN-67925,34707.01,2023-10-15,2023-11-14,Pending,USD
INV-01294,VEND-131,Spencer-Lee,BU-04,PO-54832,GRN-32571,38297.68,2023-09-03,2023-10-03,Paid,USD
INV-01295,VEND-005,"Gardner, Robinson and Lawrence",BU-04,PO-25544,GRN-39144,37350.78,2023-01-12,2023-02-11,Paid,USD
INV-01296,VEND-034,"Dyer, Potter and Mack",BU-03,PO-50295,GRN-26429,34558.33,2023-02-05,2023-03-07,Paid,USD
INV-01297,VEND-018,"Adams, Zuniga and Wong",BU-03,PO-24643,GRN-20188,21527.85,2023-10-17,2023-11-16,Paid,USD
INV-01298,VEND-121,Johnson-Carlson,BU-01,PO-15572,GRN-35736,37988.03,2023-07-26,2023-08-25,Paid,USD
INV-01299,VEND-129,Cortez LLC,BU-05,PO-71483,GRN-25587,29862.22,2023-03-25,2023-04-24,Overdue,USD
INV-01300,VEND-009,Abbott-Munoz,BU-03,PO-97501,GRN-11346,3779.24,2023-05-27,2023-06-26,Paid,USD
INV-01301,VEND-029,"Snyder, Campos and Callahan",BU-01,PO-36922,GRN-87018,46044.85,2023-06-13,2023-07-13,Overdue,USD
INV-01302,VEND-045,Spence PLC,BU-05,PO-13835,GRN-21898,33694.73,2023-06-26,2023-07-26,Paid,USD
INV-01303,VEND-069,Hancock Inc,BU-01,PO-55591,GRN-56163,47465.18,2023-05-13,2023-06-12,Paid,USD
INV-01304,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-90341,GRN-41696,39149.71,2023-03-03,2023-04-02,Paid,USD
INV-01305,VEND-015,Galloway-Wyatt,BU-03,PO-85777,GRN-11832,5405.73,2023-05-24,2023-06-23,Paid,USD
INV-01306,VEND-047,"Martin, Rose and Obrien",BU-03,PO-32514,GRN-80402,48231.06,2023-05-02,2023-06-01,Paid,USD
INV-01307,VEND-023,Morales-Jones,BU-05,PO-76085,GRN-72221,46249.49,2023-10-08,2023-11-07,Paid,USD
INV-01308,VEND-148,Bryant Group,BU-04,PO-98280,GRN-24067,9663.73,2023-05-06,2023-06-05,Paid,USD
INV-01309,VEND-088,Suarez LLC,BU-05,PO-65586,GRN-38085,49074.41,2023-10-29,2023-11-28,Paid,USD
INV-01310,VEND-102,"Mckee, Gardner and Davenport",BU-02,PO-51193,GRN-26202,6085.85,2023-08-09,2023-09-08,Paid,USD
INV-01311,VEND-131,Spencer-Lee,BU-04,PO-57349,GRN-47784,7227.66,2023-08-20,2023-09-19,Paid,USD
INV-01312,VEND-008,Garcia-James,BU-01,PO-74711,GRN-25167,4571.27,2023-02-02,2023-03-04,Paid,USD
INV-01313,VEND-114,Torres-Pope,BU-05,PO-50895,GRN-68190,30219.28,2023-12-10,2024-01-09,Paid,USD
INV-01314,VEND-102,"Mckee, Gardner and Davenport",BU-02,PO-66093,GRN-34744,14884.17,2023-01-21,2023-02-20,Pending,USD
INV-01315,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-58161,GRN-33500,46984.56,2023-03-02,2023-04-01,Paid,USD
INV-01316,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-61952,GRN-67417,33768.73,2023-03-03,2023-04-02,Paid,USD
INV-01317,VEND-019,"Reid, Ferguson and Sanchez",BU-01,PO-61748,GRN-62510,6401.28,2023-10-20,2023-11-19,Paid,USD
INV-01318,VEND-024,"Walter, Edwards and Rios",BU-04,PO-32114,GRN-18481,37200.89,2023-08-28,2023-09-27,Paid,USD
INV-01319,VEND-048,Hickman Ltd,BU-04,PO-87982,GRN-62990,17262.27,2023-01-20,2023-02-19,Paid,USD
INV-01320,VEND-106,"Wright, Garcia and Deleon",BU-03,PO-46505,GRN-86273,36397.42,2023-09-19,2023-10-19,Paid,USD
INV-01321,VEND-100,Figueroa PLC,BU-03,PO-97382,GRN-89058,18126.82,2023-02-01,2023-03-03,Overdue,USD
INV-01322,VEND-122,Chandler-Edwards,BU-05,PO-29316,GRN-69589,25815.02,2023-04-16,2023-05-16,Paid,USD
INV-01323,VEND-062,Wright and Sons,BU-04,PO-40254,GRN-92361,24722.4,2023-06-22,2023-07-22,Overdue,USD
INV-01324,VEND-005,"Gardner, Robinson and Lawrence",BU-04,PO-16927,GRN-18942,5430.37,2023-09-15,2023-10-15,Paid,USD
INV-01325,VEND-004,"Guzman, Hoffman and Baldwin",BU-01,PO-60152,GRN-89244,48617.59,2023-06-14,2023-07-14,Paid,USD
INV-01326,VEND-037,"Baker, Mason and White",BU-02,PO-91688,GRN-22626,15486.25,2023-07-08,2023-08-07,Paid,USD
INV-01327,VEND-131,Spencer-Lee,BU-04,PO-71082,GRN-36467,38494.82,2023-08-24,2023-09-23,Paid,USD
INV-01328,VEND-125,Smith-Frost,BU-04,PO-44296,GRN-81098,24767.39,2023-06-21,2023-07-21,Paid,USD
INV-01329,VEND-136,"Lewis, Kennedy and Santana",BU-02,PO-14141,GRN-66414,27557.69,2023-06-10,2023-07-10,Pending,USD
INV-01330,VEND-028,"Ross, Robinson and Bright",BU-04,PO-51229,GRN-59327,19489.68,2023-04-17,2023-05-17,Paid,USD
INV-01331,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-82963,GRN-96430,2126.56,2023-03-25,2023-04-24,Pending,USD
INV-01332,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-31514,GRN-74419,44292.66,2023-10-21,2023-11-20,Paid,USD
INV-01333,VEND-077,Yu Inc,BU-05,PO-73891,GRN-24336,35928.3,2023-07-18,2023-08-17,Paid,USD
INV-01334,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-99833,GRN-80699,33173.89,2023-02-14,2023-03-16,Paid,USD
INV-01335,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-30487,GRN-76412,28331.64,2023-05-15,2023-06-14,Paid,USD
INV-01336,VEND-065,Morton-Chase,BU-05,PO-59518,GRN-90863,24987.21,2023-06-16,2023-07-16,Paid,USD
INV-01337,VEND-070,Gray Group,BU-05,PO-13689,GRN-87393,16363.9,2023-02-13,2023-03-15,Paid,USD
INV-01338,VEND-091,"Smith, Montoya and Evans",BU-03,PO-86541,GRN-13525,17769.4,2023-04-21,2023-05-21,Paid,USD
INV-01339,VEND-085,Smith PLC,BU-02,PO-66118,GRN-55238,19338.38,2023-09-21,2023-10-21,Overdue,USD
INV-01340,VEND-103,"Tran, Jordan and Williams",BU-01,PO-96670,GRN-42011,17887.83,2023-09-21,2023-10-21,Paid,USD
INV-01341,VEND-077,Yu Inc,BU-05,PO-18585,GRN-49965,29830.32,2023-08-19,2023-09-18,Paid,USD
INV-01342,VEND-041,George Group,BU-04,PO-52744,GRN-14899,1475.74,2023-07-08,2023-08-07,Paid,USD
INV-01343,VEND-106,"Wright, Garcia and Deleon",BU-03,PO-65203,GRN-44946,28618.45,2023-07-24,2023-08-23,Paid,USD
INV-01344,VEND-118,May-Ross,BU-01,PO-51486,GRN-59510,29605.47,2023-09-17,2023-10-17,Paid,USD
INV-01345,VEND-080,"Sanchez, Wheeler and Harvey",BU-05,PO-74010,GRN-23114,28840.66,2023-04-30,2023-05-30,Paid,USD
INV-01346,VEND-050,"Brooks, Lam and Hayes",BU-04,PO-75898,GRN-97475,17130.39,2023-01-18,2023-02-17,Paid,USD
INV-01347,VEND-074,Novak PLC,BU-01,PO-67146,GRN-36444,18485.05,2023-03-27,2023-04-26,Paid,USD
INV-01348,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-80232,GRN-38059,42098.83,2023-06-03,2023-07-03,Paid,USD
INV-01349,VEND-010,Blair PLC,BU-04,PO-85172,GRN-62694,15217.35,2023-08-21,2023-09-20,Pending,USD
INV-01350,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-85784,GRN-22416,36026.49,2023-01-22,2023-02-21,Paid,USD
INV-01351,VEND-067,Novak and Sons,BU-02,PO-79607,GRN-72294,3829.85,2023-01-03,2023-02-02,Paid,USD
INV-01352,VEND-086,"Ferrell, Jones and Lewis",BU-05,PO-95398,GRN-49563,39884.76,2023-03-21,2023-04-20,Paid,USD
INV-01353,VEND-074,Novak PLC,BU-01,PO-80772,GRN-51071,21929.07,2023-04-28,2023-05-28,Paid,USD
INV-01354,VEND-100,Figueroa PLC,BU-03,PO-77550,GRN-69405,12937.61,2023-03-24,2023-04-23,Paid,USD
INV-01355,VEND-138,"Harvey, Davis and Crane",BU-02,PO-12438,GRN-92292,9439.74,2023-10-26,2023-11-25,Paid,USD
INV-01356,VEND-045,Spence PLC,BU-05,PO-37912,GRN-96613,29053.74,2023-02-23,2023-03-25,Overdue,USD
INV-01357,VEND-117,Rasmussen LLC,BU-05,PO-93614,GRN-79824,13762.83,2023-10-24,2023-11-23,Pending,USD
INV-01358,VEND-109,Johnson-Doyle,BU-05,PO-92150,GRN-17848,46764.48,2023-04-10,2023-05-10,Paid,USD
INV-01359,VEND-091,"Smith, Montoya and Evans",BU-03,PO-41506,GRN-29722,23393.09,2023-04-23,2023-05-23,Paid,USD
INV-01360,VEND-074,Novak PLC,BU-01,PO-63773,GRN-51766,42284.04,2023-05-08,2023-06-07,Pending,USD
INV-01361,VEND-014,Williams and Sons,BU-02,PO-64059,GRN-44987,31879.41,2023-02-16,2023-03-18,Pending,USD
INV-01362,VEND-039,"Romero, Gonzalez and Brooks",BU-05,PO-88804,GRN-40950,13194.11,2023-01-04,2023-02-03,Paid,USD
INV-01363,VEND-027,"Hoffman, Baker and Richards",BU-05,PO-13631,GRN-42189,7923.13,2023-07-13,2023-08-12,Paid,USD
INV-01364,VEND-077,Yu Inc,BU-05,PO-83377,GRN-67164,23475.91,2023-10-18,2023-11-17,Paid,USD
INV-01365,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-45744,GRN-27882,10498.53,2023-06-17,2023-07-17,Paid,USD
INV-01366,VEND-069,Hancock Inc,BU-01,PO-33066,GRN-94448,33104.2,2023-03-10,2023-04-09,Pending,USD
INV-01367,VEND-122,Chandler-Edwards,BU-05,PO-17251,GRN-21000,39220.57,2023-02-20,2023-03-22,Paid,USD
INV-01368,VEND-074,Novak PLC,BU-01,PO-63347,GRN-57636,43425.0,2023-05-28,2023-06-27,Paid,USD
INV-01369,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-28423,GRN-40938,20146.31,2023-07-26,2023-08-25,Paid,USD
INV-01370,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-78414,GRN-97060,46680.3,2023-10-01,2023-10-31,Pending,USD
INV-01371,VEND-132,"Bentley, Byrd and Orr",BU-05,PO-21829,GRN-41205,12964.5,2023-03-31,2023-04-30,Paid,USD
INV-01372,VEND-078,Jones Inc,BU-01,PO-86588,GRN-61111,16799.65,2023-07-14,2023-08-13,Pending,USD
INV-01373,VEND-058,Lee-Davis,BU-02,PO-38574,GRN-28910,46807.25,2023-08-05,2023-09-04,Paid,USD
INV-01374,VEND-052,Chapman and Sons,BU-01,PO-67602,GRN-63526,48511.21,2023-11-20,2023-12-20,Paid,USD
INV-01375,VEND-148,Bryant Group,BU-04,PO-79922,GRN-59113,3268.31,2023-09-17,2023-10-17,Paid,USD
INV-01376,VEND-026,Baker and Sons,BU-01,PO-65545,GRN-72240,16166.25,2023-11-10,2023-12-10,Paid,USD
INV-01377,VEND-069,Hancock Inc,BU-01,PO-28993,GRN-57578,44031.96,2023-05-18,2023-06-17,Paid,USD
INV-01378,VEND-092,"Garcia, Humphrey and Baker",BU-05,PO-12762,GRN-94593,41157.59,2023-01-28,2023-02-27,Overdue,USD
INV-01379,VEND-006,Blake and Sons,BU-01,PO-96798,GRN-17166,42152.91,2023-06-04,2023-07-04,Paid,USD
INV-01380,VEND-059,Gomez-Jenkins,BU-04,PO-60422,GRN-50536,13022.65,2023-12-01,2023-12-31,Paid,USD
INV-01381,VEND-090,"Turner, Riggs and Roman",BU-03,PO-99816,GRN-25997,45206.28,2023-10-16,2023-11-15,Paid,USD
INV-01382,VEND-058,Lee-Davis,BU-02,PO-60917,GRN-11031,42953.53,2023-01-17,2023-02-16,Overdue,USD
INV-01383,VEND-098,Williams-Cook,BU-02,PO-43493,GRN-49438,46411.62,2023-06-19,2023-07-19,Paid,USD
INV-01384,VEND-058,Lee-Davis,BU-02,PO-31001,GRN-67520,15222.43,2023-01-08,2023-02-07,Paid,USD
INV-01385,VEND-102,"Mckee, Gardner and Davenport",BU-02,PO-45918,GRN-20498,39571.21,2023-06-28,2023-07-28,Pending,USD
INV-01386,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-64127,GRN-53610,23819.02,2023-12-24,2024-01-23,Paid,USD
INV-01387,VEND-023,Morales-Jones,BU-05,PO-44205,GRN-76366,41307.84,2023-01-31,2023-03-02,Paid,USD
INV-01388,VEND-105,Nolan and Sons,BU-01,PO-81791,GRN-52830,30304.74,2023-12-01,2023-12-31,Paid,USD
INV-01389,VEND-005,"Gardner, Robinson and Lawrence",BU-04,PO-94066,GRN-94094,38217.78,2023-05-02,2023-06-01,Paid,USD
INV-01390,VEND-111,"Shields, Cochran and Adams",BU-03,PO-27837,GRN-10403,39655.46,2023-08-12,2023-09-11,Paid,USD
INV-01391,VEND-076,"Woods, Calhoun and Schmidt",BU-02,PO-20778,GRN-24526,16029.23,2023-06-16,2023-07-16,Paid,USD
INV-01392,VEND-130,"Parker, Ortiz and Powell",BU-04,PO-95089,GRN-27051,35821.42,2023-08-11,2023-09-10,Pending,USD
INV-01393,VEND-103,"Tran, Jordan and Williams",BU-01,PO-51864,GRN-69177,39735.79,2023-06-07,2023-07-07,Paid,USD
INV-01394,VEND-032,"Ferrell, Rice and Maddox",BU-05,PO-87728,GRN-52936,13403.65,2023-10-03,2023-11-02,Paid,USD
INV-01395,VEND-048,Hickman Ltd,BU-04,PO-58182,GRN-33840,4677.75,2023-09-06,2023-10-06,Paid,USD
INV-01396,VEND-094,Campbell-Clark,BU-02,PO-84762,GRN-39423,47265.48,2023-06-12,2023-07-12,Paid,USD
